Name;S&P 500 COMPOSITE - TOT RETURN IND;S&P 500 COMPOSITE - PRICE HIGH
12.11.2021;9793.22;4688.47
15.11.2021;9793.53;4697.42
16.11.2021;9831.91;4714.95
17.11.2021;9808.27;4701.5
18.11.2021;9842.35;4708.8
19.11.2021;9828.8;4717.75
22.11.2021;9798.29;4743.83
23.11.2021;9814.65;4699.39
24.11.2021;9837.6;4702.87
25.11.2021;9837.6;NA
26.11.2021;9614.25;4664.63
29.11.2021;9741.78;4672.95
30.11.2021;9558.33;4646.02
01.12.2021;9446.21;4652.94
02.12.2021;9581.79;4595.46
03.12.2021;9501.28;4608.03
06.12.2021;9613.02;4612.6
07.12.2021;9812.2;4694.04
08.12.2021;9842.68;4705.06
09.12.2021;9773.19;4695.26
10.12.2021;9866.62;4713.57
13.12.2021;9776.69;4710.3
14.12.2021;9705.06;4660.47
15.12.2021;9863.92;4712.6
16.12.2021;9778.09;4731.99
17.12.2021;9678.03;4666.7
20.12.2021;9567.91;4587.9
21.12.2021;9738.73;4651.14
22.12.2021;9838.9;4697.67
23.12.2021;9900.3;4740.74
24.12.2021;9900.3;NA
27.12.2021;10037.67;4791.49
28.12.2021;10027.53;4807.02
29.12.2021;10041.61;4804.06
30.12.2021;10012.51;4808.93
31.12.2021;9986.7;4786.83
03.01.2022;10050.41;4796.64
04.01.2022;10044.75;4818.62
05.01.2022;9850.7;4797.7
06.01.2022;9841.92;4725.01
07.01.2022;9803.85;4707.95
10.01.2022;9789.72;4673.02
11.01.2022;9879.39;4714.13
12.01.2022;9907.38;4748.83
13.01.2022;9767.35;4744.13
14.01.2022;9775.53;4665.13
17.01.2022;9775.53;NA
18.01.2022;9595.93;4632.24
19.01.2022;9503.14;4611.55
20.01.2022;9398.96;4602.11
21.01.2022;9221.28;4494.52
24.01.2022;9246.84;4417.35
25.01.2022;9134.33;4411.01
26.01.2022;9120.75;4453.23
27.01.2022;9072.24;4428.74
28.01.2022;9294.21;4432.72
31.01.2022;9469.92;4516.89
01.02.2022;9534.95;4550.49
02.02.2022;9624.89;4595.31
03.02.2022;9390.57;4542.88
04.02.2022;9440.58;4539.66
07.02.2022;9405.84;4521.86
08.02.2022;9484.95;4531.32
09.02.2022;9623.84;4590.03
10.02.2022;9450.72;4588.92
11.02.2022;9271.8;4526.33
14.02.2022;9236.86;4426.22
15.02.2022;9383.57;4472.77
16.02.2022;9393.09;4489.55
17.02.2022;9195.35;4456.06
18.02.2022;9130.81;4394.6
21.02.2022;9130.81;NA
22.02.2022;9038.32;4362.12
23.02.2022;8871.95;4341.51
24.02.2022;9005.37;4294.73
25.02.2022;9207.85;4385.34
28.02.2022;9186.37;4388.84
01.03.2022;9044.47;4378.45
02.03.2022;9213.39;4401.48
03.03.2022;9166.13;4416.78
04.03.2022;9094.04;4342.12
07.03.2022;8825.72;4327.01
08.03.2022;8762.11;4276.94
09.03.2022;8988.65;4299.4
10.03.2022;8950.9;4268.28
11.03.2022;8835.4;4291.01
14.03.2022;8771.75;4247.57
15.03.2022;8959.74;4271.05
16.03.2022;9160.51;4358.9
17.03.2022;9274.17;4412.67
18.03.2022;9382.43;4465.4
21.03.2022;9378.84;4481.75
22.03.2022;9484.86;4522
23.03.2022;9368.98;4501.07
24.03.2022;9504.19;4520.58
25.03.2022;9552.4;4546.03
28.03.2022;9620.66;4575.65
29.03.2022;9738.6;4637.3
30.03.2022;9678.3;4627.77
31.03.2022;9527.46;4603.07
01.04.2022;9559.95;4548.7
04.04.2022;9637.37;4583.5
05.04.2022;9517.94;4593.45
06.04.2022;9425.49;4503.94
07.04.2022;9466.76;4521.16
08.04.2022;9441.84;4520.41
11.04.2022;9282.48;4464.35
12.04.2022;9251.07;4471
13.04.2022;9356.21;4453.92
14.04.2022;9242.58;4460.46
15.04.2022;9242.58;NA
18.04.2022;9240.69;4410.31
19.04.2022;9389.21;4471.03
20.04.2022;9383.54;4488.29
21.04.2022;9245.86;4512.94
22.04.2022;8989.51;4385.83
25.04.2022;9040.86;4299.02
26.04.2022;8786.47;4278.14
27.04.2022;8805;4240.71
28.04.2022;9023.42;4308.45
29.04.2022;8696.65;4269.68
02.05.2022;8746.05;4169.81
03.05.2022;8788.36;4200.1
04.05.2022;9050.9;4307.66
05.05.2022;8729.21;4270.43
06.05.2022;8680.97;4157.69
09.05.2022;8403.5;4081.27
10.05.2022;8424.2;4068.82
11.05.2022;8285.82;4049.09
12.05.2022;8278.04;3964.8
13.05.2022;8476.57;4038.88
16.05.2022;8443.55;4046.46
17.05.2022;8614.31;4090.72
18.05.2022;8268.32;4051.98
19.05.2022;8220.97;3945.96
20.05.2022;8222.31;3943.42
23.05.2022;8375.87;3981.88
24.05.2022;8307.97;3955.68
25.05.2022;8386.62;3999.33
26.05.2022;8553.68;4075.14
27.05.2022;8766.83;4158.49
30.05.2022;8766.83;NA
31.05.2022;8712.6;4168.34
01.06.2022;8648.28;4166.54
02.06.2022;8809.18;4177.51
03.06.2022;8665.8;4142.67
06.06.2022;8693.06;4168.78
07.06.2022;8776.09;4164.86
08.06.2022;8681.68;4160.14
09.06.2022;8475.91;4119.1
10.06.2022;8229.43;3974.39
13.06.2022;7910.43;3838.15
14.06.2022;7883.34;3778.18
15.06.2022;7998.62;3837.56
16.06.2022;7739.39;3728.18
17.06.2022;7756.59;3707.71
20.06.2022;7756.59;NA
21.06.2022;7946.89;3779.65
22.06.2022;7936.67;3801.79
23.06.2022;8012.68;3802.58
24.06.2022;8257.72;3913.65
27.06.2022;8233.42;3927.72
28.06.2022;8067.56;3945.86
29.06.2022;8062.72;3836.5
30.06.2022;7993.43;3818.99
01.07.2022;8077.89;3829.82
04.07.2022;8077.89;NA
05.07.2022;8092.15;3832.19
06.07.2022;8121.21;3870.91
07.07.2022;8243.69;3910.63
08.07.2022;8237.5;3918.5
11.07.2022;8142.68;3880.94
12.07.2022;8067.56;3873.41
13.07.2022;8031.76;3829.44
14.07.2022;8008.71;3796.41
15.07.2022;8162.5;3863.62
18.07.2022;8094.23;3902.44
19.07.2022;8318.2;3939.81
20.07.2022;8367.37;3974.13
21.07.2022;8450.64;3999.29
22.07.2022;8371.87;4012.44
25.07.2022;8382.88;3975.3
26.07.2022;8286.19;3953.22
27.07.2022;8503.02;4039.56
28.07.2022;8607.24;4078.95
29.07.2022;8730.46;4140.15
01.08.2022;8705.87;4144.95
02.08.2022;8647.91;4140.47
03.08.2022;8783.28;4167.66
04.08.2022;8777.23;4161.29
05.08.2022;8764.08;4151.58
08.08.2022;8753.39;4186.62
09.08.2022;8716.75;4137.3
10.08.2022;8902.72;4211.03
11.08.2022;8898.84;4257.91
12.08.2022;9054.14;4280.47
15.08.2022;9090.36;4301.79
16.08.2022;9107.87;4325.28
17.08.2022;9043.59;4302.18
18.08.2022;9065.49;4292.53
19.08.2022;8948.82;4266.31
22.08.2022;8758.24;4195.08
23.08.2022;8738.76;4159.77
24.08.2022;8764.42;4156.56
25.08.2022;8888.13;4200.54
26.08.2022;8588.95;4203.04
29.08.2022;8532.1;4062.99
30.08.2022;8438.69;4044.98
31.08.2022;8374.42;4015.37
01.09.2022;8400.96;3970.23
02.09.2022;8311.42;4018.43
05.09.2022;8311.42;NA
06.09.2022;8277.81;3942.55
07.09.2022;8429.87;3987.89
08.09.2022;8486.63;4010.5
09.09.2022;8616.98;4076.81
12.09.2022;8708.17;4119.28
13.09.2022;8331.9;4037.12
14.09.2022;8362.4;3961.94
15.09.2022;8268.6;3959.14
16.09.2022;8209.35;3880.95
19.09.2022;8265.73;3900.45
20.09.2022;8172.64;3876.01
21.09.2022;8033.29;3907.07
22.09.2022;7965.96;3790.9
23.09.2022;7828.87;3727.14
26.09.2022;7747.93;3715.67
27.09.2022;7731.99;3717.53
28.09.2022;7884.55;3736.74
29.09.2022;7719.09;3687.01
30.09.2022;7603.14;3671.44
03.10.2022;7800;3698.35
04.10.2022;8039.25;3791.92
05.10.2022;8023.81;3806.91
06.10.2022;7943.63;3797.93
07.10.2022;7721.44;3706.74
10.10.2022;7663.58;3652.17
11.10.2022;7613.75;3640.66
12.10.2022;7588.9;3608.34
13.10.2022;7786.96;3685.41
14.10.2022;7602.99;3712
17.10.2022;7804.33;3689.73
18.10.2022;7893.68;3762.79
19.10.2022;7840.99;3728.58
20.10.2022;7779.53;3736
21.10.2022;7964.25;3757.89
24.10.2022;8058.88;3810.74
25.10.2022;8190.02;3862.85
26.10.2022;8129.62;3886.15
27.10.2022;8080.32;3859.95
28.10.2022;8280.11;3905.42
31.10.2022;8218.7;3893.73
01.11.2022;8185.07;3911.79
02.11.2022;7980.47;3894.44
03.11.2022;7897.01;3750.59
04.11.2022;8006.24;3796.34
07.11.2022;8083.38;3813.95
08.11.2022;8128.7;3859.4
09.11.2022;7961.52;3818.2
10.11.2022;8403.48;3958.33
11.11.2022;8481.13;4001.48
14.11.2022;8407.25;4008.97
15.11.2022;8481.14;4028.84
16.11.2022;8413.09;3983.09
17.11.2022;8388.84;3954.33
18.11.2022;8429.01;3979.89
21.11.2022;8397.23;3962
22.11.2022;8511.48;4005.88
23.11.2022;8562.27;4033.78
24.11.2022;8562.27;NA
25.11.2022;8560.09;4034.02
28.11.2022;8427.95;4012.27
29.11.2022;8415.27;3976.77
30.11.2022;8678;4080.11
01.12.2022;8671.9;4100.51
02.12.2022;8662.23;4080.48
05.12.2022;8507.34;4052.45
06.12.2022;8385.16;4001.51
07.12.2022;8369.74;3957.57
08.12.2022;8433.9;3974.19
09.12.2022;8372.26;3977.02
12.12.2022;8491.86;3990.71
13.12.2022;8554.1;4100.96
14.12.2022;8503.97;4053.76
15.12.2022;8292.64;3958.37
16.12.2022;8200.9;3890.91
19.12.2022;8127.57;3854.86
20.12.2022;8136.3;3838.24
21.12.2022;8258.43;3889.82
22.12.2022;8139.07;3853.26
23.12.2022;8187.06;3845.8
26.12.2022;8187.06;NA
27.12.2022;8154.57;3846.65
28.12.2022;8056.62;3848.32
29.12.2022;8198.36;3858.19
30.12.2022;8178.02;3839.85
02.01.2023;8178.02;NA
03.01.2023;8145.6;3878.46
04.01.2023;8207.42;3873.16
05.01.2023;8113.15;3839.74
06.01.2023;8298.61;3906.19
09.01.2023;8293.8;3950.57
10.01.2023;8351.68;3919.83
11.01.2023;8459.18;3970.07
12.01.2023;8489.08;3997.76
13.01.2023;8523.32;4003.95
16.01.2023;8523.32;NA
17.01.2023;8506.03;4015.39
18.01.2023;8373.66;4014.16
19.01.2023;8310.75;3922.94
